id;city_state;name;address;current_opening_hours;business_status;latitude;longitude;weekday_text;viewport
ChIJ2_ucH_CZpgARD_V93X6eobs;Belo Horizonte/MG;Quarteirão Cine Brasil - Praça Sete;Rua dos Carijós, 244 - Centro, Belo Horizonte;Indisponível;OPERATIONAL;-19.9192197;-43.9377311;Não disponível;{'northeast': {'lat': -19.91798432010728, 'lng': -43.93619877010728}, 'southwest': {'lat': -19.92068397989272, 'lng': -43.93889842989273}}
ChIJves4j7-XpgAR10bpqWKXDSI;Belo Horizonte/MG;Cinema Cinemark;Av. Olegário Maciel, 1600 - Santo Agostinho, Belo Horizonte;False;OPERATIONAL;-19.9277742;-43.94724040000001;['Monday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM'];{'northeast': {'lat': -19.92640632010728, 'lng': -43.94567912010728}, 'southwest': {'lat': -19.92910597989273, 'lng': -43.94837877989273}}
