id;city_state;name;address;current_opening_hours;business_status;latitude;longitude;weekday_text;viewport
ChIJk3Tg-BR-mQARIg7k3NAEjig;São João de Meriti/RJ;Clube Vida de Saúde;Rua Conde de Bonfim, 475 - Tijuca, Rio de Janeiro;True;OPERATIONAL;-22.9273518;-43.2356796;['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed'];{'northeast': {'lat': -22.92595022010728, 'lng': -43.23438227010728}, 'southwest': {'lat': -22.92864987989272, 'lng': -43.23708192989272}}
