id;city_state;name;address;open_now;business_status;latitude;longitude;weekday_text;viewport
ChIJ4UTiNo-OpJIR6kSKrm5VKV4;Belém/PA;Hospital Santa Maria;Conjunto PAAR - Canteiro Central Arterial 5 - s/n Cs;False;OPERATIONAL;-1.4557549;-48.4901799;[];{'northeast': {'lat': -1.454302470107278, 'lng': -48.48869627010728}, 'southwest': {'lat': -1.457002129892722, 'lng': -48.49139592989273}}
ChIJn19hPomOpJIRLFxo0FwRfjI;Belém/PA;Guadalupe Hospital;R. Arcipreste Manoel Teodoro, 734 - Batista Campos, Belém;True;OPERATIONAL;-1.4568411;-48.4923554;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.455450720107278, 'lng': -48.49133172010728}, 'southwest': {'lat': -1.458150379892722, 'lng': -48.49403137989272}}
ChIJtW3GZZSOpJIR4oDbYzBXwRc;Belém/PA;Hospital Pio XII;Av. Assis de Vasconcelos, 757 - Campina, Belém;True;OPERATIONAL;-1.4522951;-48.4930574;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.451013070107278, 'lng': -48.49181977010728}, 'southwest': {'lat': -1.453712729892722, 'lng': -48.49451942989273}}
ChIJazJWzJCOpJIR_IA31tOst7E;Belém/PA;CION;Tv. Rui Barbosa, 751 - Reduto, Belém;True;OPERATIONAL;-1.4490265;-48.4902186;['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed'];{'northeast': {'lat': -1.447706220107278, 'lng': -48.48893362010729}, 'southwest': {'lat': -1.450405879892722, 'lng': -48.49163327989273}}
ChIJ2XbKxZyOpJIRr2cNEPHxlGU;Belém/PA;Hospital Maradei;Av. Nª Sra. de Nazaré, 1203 - Nazaré, Belém;True;OPERATIONAL;-1.4516867;-48.4820759;['Monday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20098:00\u202fPM'];{'northeast': {'lat': -1.450336770107278, 'lng': -48.48073487010728}, 'southwest': {'lat': -1.453036429892722, 'lng': -48.48343452989272}}
ChIJLzxgfZOOpJIRAqS222-nPNo;Belém/PA;Hospital da Ordem Terceira - Belém - Pará;Tv. Frei Gil de Vila Nova, 59 - Campina, Belém;True;OPERATIONAL;-1.4485581;-48.4968078;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.447279070107278, 'lng': -48.49553987010728}, 'southwest': {'lat': -1.449978729892722, 'lng': -48.49823952989273}}
ChIJm_Yhs3mPpJIRtofbjfSSm0o;Belém/PA;Beneficente portuguesa-cateterismo 24h;Tv. João Balbi - Nazaré, Belém;True;OPERATIONAL;-1.4480546;-48.4833671;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.447027670107278, 'lng': -48.48193107010727}, 'southwest': {'lat': -1.449727329892722, 'lng': -48.48463072989271}}
ChIJz3ogu56OpJIRsFr3Ct-PA14;Belém/PA;Hospital e Maternidade Dom Luiz I;Em frente ao Hospital D. Luiz, Av. Generalíssimo Deodoro, S/N - Umarizal, Belém;True;OPERATIONAL;-1.4482582;-48.4830692;['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed'];{'northeast': {'lat': -1.447115170107278, 'lng': -48.48169877010727}, 'southwest': {'lat': -1.449814829892722, 'lng': -48.48439842989272}}
ChIJF-Z4P4GOpJIRvwuaNOy41s0;Belém/PA;Beneficente Portuguesa do Pará;Av. Generalíssimo Deodoro, 868 - Umarizal, Belém;True;OPERATIONAL;-1.4480417;-48.4832553;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.446749220107278, 'lng': -48.48172767010728}, 'southwest': {'lat': -1.449448879892722, 'lng': -48.48442732989272}}
ChIJM1F4zDCPpJIRInUNMzrKIPk;Belém/PA;Hospital São João de Deus - Bloco B / Bloco C;R. Boaventura da Silva, 895 - Umarizal, Belém;True;OPERATIONAL;-1.4473659;-48.48323860000001;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.446071520107278, 'lng': -48.48190247010727}, 'southwest': {'lat': -1.448771179892722, 'lng': -48.48460212989272}}
