id;city_state;name;address;current_opening_hours;business_status;latitude;longitude;weekday_text;viewport
ChIJK0T-ryQ4J5URxis00JCmyEY;Florianópolis/SC;Rede Andrade Cecomtur Hotel;R. Arcipreste Paiva, 107 - Centro, Florianópolis;True;OPERATIONAL;-27.595844;-48.5493759;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -27.59452337010728, 'lng': -48.54797127010728}, 'southwest': {'lat': -27.59722302989272, 'lng': -48.55067092989272}}
ChIJJZa6OyU4J5URfZulK5bTwQE;Florianópolis/SC;Innbox Hotel & Hostel - Centro;Rua Saldanha Marinho, 53 - Centro, Florianópolis;Indisponível;OPERATIONAL;-27.5985024;-48.5495405;Não disponível;{'northeast': {'lat': -27.59713727010728, 'lng': -48.54812262010728}, 'southwest': {'lat': -27.59983692989272, 'lng': -48.55082227989273}}
ChIJtSW33Do4J5URN_x2Ic6PI-8;Florianópolis/SC;Centro Sul Hotel;Av. Hercílio Luz, 652 - Centro, Florianópolis;Indisponível;OPERATIONAL;-27.5975394;-48.5477031;Não disponível;{'northeast': {'lat': -27.59616487010728, 'lng': -48.54639257010728}, 'southwest': {'lat': -27.59886452989272, 'lng': -48.54909222989272}}
ChIJlWXsjAM5J5URDzZmgzixLPE;Florianópolis/SC;OYO 2S Hotel;652, Av. Hercílio Luz, Centro - Centro, Florianópolis;True;OPERATIONAL;-27.5975382;-48.5477021;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -27.59617152010728, 'lng': -48.54638597010727}, 'southwest': {'lat': -27.59887117989272, 'lng': -48.54908562989272}}
ChIJ4aG5Qzs4J5URYoAlZ7RUKLw;Florianópolis/SC;Rede Andrade Floph Hotel;R. Artista Bitencourt, 14 - Centro, Florianópolis;True;OPERATIONAL;-27.5954576;-48.5479447;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -27.59414602010727, 'lng': -48.54661967010728}, 'southwest': {'lat': -27.59684567989272, 'lng': -48.54931932989273}}
ChIJW96wRTs4J5URwOJph04OC4U;Florianópolis/SC;Hotel Évora;R. Artista Bitencourt, 14 - Centro, Florianópolis;Indisponível;OPERATIONAL;-27.5954586;-48.5479391;Não disponível;{'northeast': {'lat': -27.59415122010728, 'lng': -48.54661622010727}, 'southwest': {'lat': -27.59685087989272, 'lng': -48.54931587989272}}
ChIJ2fmv4zo4J5UR1DfZVR38oeE;Florianópolis/SC;Oscar Hotel;Av. Hercílio Luz, 760 - Centro, Florianópolis;Indisponível;OPERATIONAL;-27.5970249;-48.5468422;Não disponível;{'northeast': {'lat': -27.59564267010727, 'lng': -48.54550192010728}, 'southwest': {'lat': -27.59834232989272, 'lng': -48.54820157989272}}
ChIJ7yZMyjs4J5URn0fy0H1zp7A;Florianópolis/SC;Esquina 8 Confort Hostel;Av. Hercílio Luz, 1006 - Centro, Florianópolis;Indisponível;OPERATIONAL;-27.595818;-48.5448443;Não disponível;{'northeast': {'lat': -27.59445172010728, 'lng': -48.54357242010727}, 'southwest': {'lat': -27.59715137989272, 'lng': -48.54627207989272}}
ChIJHe6-y5g5J5UR5kDnDznxqpg;Florianópolis/SC;Bewiki Floripa Centro;R. Hermann Blumenau, 110 - Centro, Florianópolis;True;OPERATIONAL;-27.5942931;-48.5456885;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -27.59288127010728, 'lng': -48.54426892010727}, 'southwest': {'lat': -27.59558092989272, 'lng': -48.54696857989271}}
ChIJ03d0bSI4J5URn9wRCY-FIJ8;Florianópolis/SC;Porto da Ilha Hotel;R. Dom Jaime Câmara, 84 - Centro, Florianópolis;True;OPERATIONAL;-27.5924857;-48.5520039;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -27.59101472010727, 'lng': -48.55064247010728}, 'southwest': {'lat': -27.59371437989272, 'lng': -48.55334212989272}}
