place_id	place_name	day	hour	movement
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	5	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	6	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	7	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	8	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	9	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	10	0.48
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	11	0.58
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	12	0.68
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	13	0.7
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	14	0.73
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	15	0.77
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	16	0.83
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	17	0.94
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	18	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	19	0.97
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	20	0.84
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	21	0.62
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	22	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Tuesday	23	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	0	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	1	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	2	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	3	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	4	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	5	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	6	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	7	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	8	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	9	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	10	0.46
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	11	0.57
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	12	0.64
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	13	0.68
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	14	0.69
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	15	0.74
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	16	0.83
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	17	0.93
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	18	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	19	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	20	0.89
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	21	0.69
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	22	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Wednesday	23	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	0	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	1	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	2	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	3	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	4	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	5	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	6	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	7	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	8	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	9	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	10	0.4
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	11	0.52
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	12	0.62
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	13	0.66
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	14	0.69
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	15	0.75
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	16	0.83
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	17	0.93
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	18	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	19	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	20	0.89
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	21	0.67
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	22	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Thursday	23	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	0	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	1	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	2	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	3	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	4	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	5	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	6	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	7	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	8	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	9	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	10	0.42
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	11	0.56
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	12	0.66
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	13	0.7
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	14	0.72
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	15	0.75
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	16	0.82
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	17	0.92
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	18	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	19	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	20	0.9
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	21	0.69
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	22	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Friday	23	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	0	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	1	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	2	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	3	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	4	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	5	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	6	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	7	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	8	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	9	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	10	0.41
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	11	0.56
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	12	0.65
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	13	0.68
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	14	0.7
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	15	0.74
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	16	0.82
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	17	0.89
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	18	0.96
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	19	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	20	0.92
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	21	0.72
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	22	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Saturday	23	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	0	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	1	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	2	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	3	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	4	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	5	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	6	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	7	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	8	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	9	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	10	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	11	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	12	0.38
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	13	0.51
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	14	0.61
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	15	0.71
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	16	0.78
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	17	0.86
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	18	0.95
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	19	1.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	20	0.91
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	21	0.66
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	22	0.0
ChIJOTjoHAXhYY0Rl1n2cYIbBwE	Macapá Shopping	Sunday	23	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	0	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	1	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	2	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	3	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	4	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	5	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	6	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	7	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	8	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	9	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	10	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	11	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	12	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	13	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	14	0.59
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	15	0.72
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	16	0.82
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	17	0.91
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	18	0.99
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	19	1.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	20	0.9
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	21	0.69
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	22	0.43
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Monday	23	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	0	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	1	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	2	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	3	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	4	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	5	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	6	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	7	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	8	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	9	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	10	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	11	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	12	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	13	0.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	14	0.61
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	15	0.74
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	16	0.84
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	17	0.93
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	18	1.0
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	19	0.99
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	20	0.88
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	21	0.67
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	22	0.42
ChIJjcTkSwbhYY0RRH0cfOKJ9pA	Moviecom	Tuesday	23	0.0
