id;city_state;name;address;open_now;business_status;latitude;longitude;weekday_text;viewport
ChIJK7may5WPpJIRAEzABSq_fGQ;Belém/PA;Radisson Hotel Maiorana Belém;Av. Cmte. Brás de Aguiar, 301-321 - Nazaré, Belém;True;OPERATIONAL;-1.4547785;-48.4889918;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.453492520107278, 'lng': -48.48767267010727}, 'southwest': {'lat': -1.456192179892722, 'lng': -48.49037232989271}}
ChIJsTKNAomOpJIR8FFlqo75eRw;Belém/PA;Hotel Soft Inn Belém Batista Campos;Av. Gentil Bitencourt, 85 - Batista Campos, Belém;True;OPERATIONAL;-1.4574844;-48.4914403;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.456198870107278, 'lng': -48.49004397010728}, 'southwest': {'lat': -1.458898529892722, 'lng': -48.49274362989272}}
ChIJy7o5MfqPpJIRO9I8xhM_yd4;Belém/PA;Ôvibe Party Hostel & Arts;Tv. Benjamin Constant, 1374 - Nazaré, Belém;True;OPERATIONAL;-1.4540826;-48.4886907;['Monday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 7:30\u202fAM\u2009–\u200911:30\u202fPM'];{'northeast': {'lat': -1.452763470107278, 'lng': -48.48724592010728}, 'southwest': {'lat': -1.455463129892722, 'lng': -48.48994557989272}}
ChIJpafH5I-OpJIRHtZ8dUtZWrA;Belém/PA;Grand Mercure Belém do Pará;Av. Nª Sra. de Nazaré, 375 - Nazaré, Belém;False;OPERATIONAL;-1.4526807;-48.4892814;[];{'northeast': {'lat': -1.451480770107278, 'lng': -48.48791227010727}, 'southwest': {'lat': -1.454180429892722, 'lng': -48.49061192989272}}
ChIJkTW74ouOpJIReKekla-VvTY;Belém/PA;ibis Styles Belém Batista Campos;R. Pres. Pernambuco, 116 - Batista Campos, Belém;False;OPERATIONAL;-1.4567694;-48.493972;[];{'northeast': {'lat': -1.455337470107278, 'lng': -48.49254007010728}, 'southwest': {'lat': -1.458037129892722, 'lng': -48.49523972989272}}
ChIJxzkIroWOpJIRGfCeENorGPA;Belém/PA;BELÉM SOFT HOTEL;Av. Cmte. Brás de Aguiar, 612 - Nazaré, Belém;False;OPERATIONAL;-1.4546371;-48.486313;[];{'northeast': {'lat': -1.453227720107278, 'lng': -48.48496737010728}, 'southwest': {'lat': -1.455927379892722, 'lng': -48.48766702989272}}
ChIJ6XVCSoWOpJIRaCYVQoE1Wcg;Belém/PA;Hotel ibis Styles Belem Nazaré;Av. Nª Sra. de Nazaré, 569 - Nazaré, Belém;False;OPERATIONAL;-1.4522262;-48.4877721;[];{'northeast': {'lat': -1.450873070107278, 'lng': -48.48642062010729}, 'southwest': {'lat': -1.453572729892722, 'lng': -48.48912027989273}}
ChIJn3FQ342OpJIR0pPT4nZ6NT0;Belém/PA;Hotel Princesa Louçã;Av. Pres. Vargas, 882 - Campina, Belém;True;OPERATIONAL;-1.4535068;-48.49424320000001;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.452089370107278, 'lng': -48.49285002010728}, 'southwest': {'lat': -1.454789029892722, 'lng': -48.49554967989272}}
ChIJL6b7RIyOpJIR3iRfpRPkAw8;Belém/PA;Ecopousada Miriti;R. Pe. Prudêncio, 656 - Campina, Belém;False;OPERATIONAL;-1.4550748;-48.495387;[];{'northeast': {'lat': -1.453698270107278, 'lng': -48.49401022010728}, 'southwest': {'lat': -1.456397929892722, 'lng': -48.49670987989272}}
ChIJEfblDHiPpJIR__8xDwy7tmU;Belém/PA;Hotel Cop30 Belém;Tv. 1º de Março, 706 - Campina, Belém;False;OPERATIONAL;-1.4536129;-48.4949729;[];{'northeast': {'lat': -1.452246620107278, 'lng': -48.49361082010728}, 'southwest': {'lat': -1.454946279892722, 'lng': -48.49631047989272}}
ChIJuThBCpGOpJIRw2b0XI1yQG0;Belém/PA;Machado's Plaza Hotel;R. Gen. Henrique Gurjão, 200 - Reduto, Belém;True;OPERATIONAL;-1.450704;-48.492024;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.449239620107278, 'lng': -48.49073587010728}, 'southwest': {'lat': -1.451939279892722, 'lng': -48.49343552989272}}
ChIJ56m6v42OpJIRd5G5S4okqkU;Belém/PA;Sete Sete Hotel;Tv. 1º de Março, 673 - Campina, Belém;False;OPERATIONAL;-1.4534689;-48.49516879999999;[];{'northeast': {'lat': -1.452092870107278, 'lng': -48.49379922010728}, 'southwest': {'lat': -1.454792529892722, 'lng': -48.49649887989273}}
ChIJIzXf8bePpJIRT-enI2BHfRs;Belém/PA;ABA HOTEL;Tv. Rui Barbosa, 942 - Nazaré, Belém;False;OPERATIONAL;-1.4503249;-48.4894661;[];{'northeast': {'lat': -1.448957920107278, 'lng': -48.48809527010727}, 'southwest': {'lat': -1.451657579892722, 'lng': -48.49079492989272}}
ChIJsQLSCJGOpJIRcQQjuQV8L2o;Belém/PA;Hotel Le Massilia;R. Gen. Henrique Gurjão, 236 - Reduto, Belém;True;OPERATIONAL;-1.4503837;-48.4918804;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.449038320107278, 'lng': -48.49055777010727}, 'southwest': {'lat': -1.451737979892722, 'lng': -48.49325742989271}}
ChIJufBiuo2OpJIRXa-EvqLrji0;Belém/PA;Zoghbi Apart Hotel;R. Ferreira Cantão, 100 - Campina, Belém;False;OPERATIONAL;-1.4538955;-48.4955436;[];{'northeast': {'lat': -1.452544220107278, 'lng': -48.49419277010728}, 'southwest': {'lat': -1.455243879892722, 'lng': -48.49689242989272}}
ChIJe2qG8o2OpJIRkBkzdrPrY-0;Belém/PA;Hotel Grão Pará;Av. Pres. Vargas, 718 - Campina, Belém;False;OPERATIONAL;-1.4528589;-48.49529279999999;[];{'northeast': {'lat': -1.451438820107278, 'lng': -48.49390002010728}, 'southwest': {'lat': -1.454138479892722, 'lng': -48.49659967989272}}
ChIJA3sjh2ePpJIRu-gATfmX-Gk;Belém/PA;Hotel Amazônica Belém;R. Gen. Gurjão, 319 - Campina, Belém;True;OPERATIONAL;-1.4530267;-48.4959649;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.451688620107278, 'lng': -48.49460352010728}, 'southwest': {'lat': -1.454388279892722, 'lng': -48.49730317989273}}
ChIJ9bTo35OOpJIR_noEDNO38cQ;Belém/PA;Hotel Central;R. Aristides Lobo, 485 - centro, Belém;True;OPERATIONAL;-1.451094;-48.4961238;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours'];{'northeast': {'lat': -1.449803170107278, 'lng': -48.49473687010727}, 'southwest': {'lat': -1.452502829892722, 'lng': -48.49743652989272}}
ChIJY-mAu5OOpJIRLsY2nBfL8JI;Belém/PA;Belém Hostel;R. Ó de Almeida, 624 - Reduto, Belém;True;OPERATIONAL;-1.450035;-48.49542599999999;['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 12:00\u2009–\u20091:00\u202fAM, 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM'];{'northeast': {'lat': -1.448672070107278, 'lng': -48.49408627010727}, 'southwest': {'lat': -1.451371729892722, 'lng': -48.49678592989272}}
